,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer
3445,otter,Do sea otters have long muscular tails?,No,easy,medium
3446,otter,Can otters survive in cold water?,yes,easy,medium
3447,otter,Can otters survive in cold water?,Yes,easy,medium
3448,otter,Does the giant otter inhabit South Africa?,no,easy,easy
3449,otter,Does the giant otter inhabit South Africa?,No,easy,easy
3450,otter,How many species of otter are there?,13,medium,easy
3451,otter,How many species of otter are there?,13,medium,medium
3452,otter,What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",medium,easy
3453,otter,What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",medium,medium
3454,otter,How much do sea otters weigh?,30 kg (about 65 pounds),medium,easy
3455,otter,How much do sea otters weigh?,30 kg (about 65 pounds),medium,medium
3456,otter,How do sea otters insulate themselves?,a layer of air trapped in their fur(!),hard,hard
3457,otter,How do sea otters insulate themselves?,"As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.",hard,hard
3458,otter,Why are sea otters nearly extinct?,They've been hunted for their fur,hard,hard
3459,otter,Why are sea otters nearly extinct?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them",hard,hard
3460,otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,roadkill deaths,hard,hard
3461,otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,Roadkill deaths have become one of the significant threats to the success of their re-establishment. ,hard,hard
3462,otter,Is otter a kind of mammal?,yes,easy,easy
3463,otter,Is otter a kind of mammal?,Yes.,easy,easy
3466,otter,Do otters live in water?,yes,easy,hard
3467,otter,Do otters live in water?,Yes.,easy,easy
3468,otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds. ",medium,easy
3469,otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds.",medium,medium
3470,otter,Where do sea otters live?,Sea otters (Enhydra lutris) live along the Pacific coast of North America. ,medium,easy
3471,otter,Where do sea otters live?,The sea otter lives actually in the sea. ,medium,medium
3472,otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. ",medium,easy
3473,otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. This and cognate words in other Indo-European languages ultimately stem from a root which also gave rise to the English words ""water"", ""wet"" and ""winter"". ",medium,medium
3474,otter,Does otter give birth or lay egg?,give birth,hard,too hard
3475,otter,What drives sea otter almost to extinction?,Humans hunted them almost to extinction. ,hard,medium
3476,otter,What drives sea otter almost to extinction?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them almost to extinction.",hard,medium
3477,otter,Why otters are considered as totem animals?,"The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19.",hard,hard
3478,otter,Do sea otters live along the Pacific coast?,Yes,easy,easy
3480,otter,Are otters totem animals?,Yes,easy,easy
3481,otter,Are otters herbivores?,No,easy,easy
3482,otter,Are otters herbivores?,No,easy,hard
3483,otter,What is the primary item in an otter's diet?,Fish.,medium,medium
3484,otter,What is the primary item in an otter's diet?,fish,medium,medium
3485,otter,What is an otter's den called?,Holt,medium,medium
3486,otter,What is an otter's den called?,holt,medium,medium
3487,otter,Why is the giant otter becoming increasingly rare?,"Poaching, habitat loss, and toxins in gold mining.  ",medium,hard
3488,otter,Why is the giant otter becoming increasingly rare?,"poaching, habitat loss, and the use of mercury in illegal alluvial gold mining",medium,medium
3489,otter,How do otters keep themselves warm without blubber?,A layer of air trapped in their fur.  ,hard,hard
3490,otter,How do otters keep themselves warm without blubber?,a layer of air trapped in their fur,hard,hard
3491,otter,How are otters playful animals?,"The slide down snowy slopes, apparently for sheer enjoyment.  ",hard,hard
3492,otter,How are otters playful animals?,They slide repeatedly down snowy slopes for sheer enjoyment.,hard,hard
3493,otter,What animals are related to otters?,"weasels, polecats, and badgers",hard,hard
3494,otter,"What traps a layer of air, and keeps them dry and warm under water?",Long guard hair,,medium
3496,otter,Is it true that otters eat a variety of fish?,yes,,medium
3497,otter,Are otters playful animals?,yes,,easy
3498,otter,Are otters very active?,yes,,easy
3499,otter,Are male otters dog-otters?,yes,,easy
3500,otter,An otter 's den is what?,A holt,,medium
3501,otter,Sea otters eat what?,Shellfish and other invertebrates,,medium
3502,otter,Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?,yes,,easy
3503,otter,"Are Male otters dog-otters , females are bitches and babies are cubs or pups ?",yes,,easy
3505,otter,"Have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?",yes,,easy
3506,penguin,Do penguins feed on krill?,yes,easy,easy
3507,penguin,Do penguins feed on krill?,yes,easy,easy
3508,penguin,What is the largest living species of penguin?,Emperor Penguin,easy,medium
3509,penguin,What is the largest living species of penguin?,the Emperor Penguin (Aptenodytes forsteri),easy,medium
3510,penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy
3513,penguin,"What is ""tobogganing""?",Tobogganing is when penguins slide on their bellies across the snow.,medium,hard
3514,penguin,Why are penguins countershaded?,for camouflage,medium,hard
3515,penguin,Why are penguins countershaded?,for camouflage,medium,hard
3516,penguin,Are penguins afraid of humans?,no,medium,medium
3518,penguin,How much time to penguins spend on land?,half of their life,hard,hard
3519,penguin,How much time to penguins spend on land?,They spend half of their life on land.,hard,medium
3520,penguin,How many species of penguins are there?,between 17 and 20 living species,hard,medium
3521,penguin,How many species of penguins are there?,"Penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae.",hard,hard
3522,penguin,How are Isabelline penguins different from most penguins?,they have brown rather than black plumage,hard,hard
3523,penguin,How are Isabelline penguins different from most penguins?,Because they are born with brown rather than black plumage.,hard,hard
3524,penguin,Are penguins birds?,yes,easy,easy
3525,penguin,Are penguins birds?,Yes,easy,easy
3526,penguin,Do penguins have a better than average sense of hearing for birds?,yes,easy,easy
3527,penguin,Do penguins have a better than average sense of hearing for birds?,No,easy,easy
3528,penguin,"Are penguins considered ""higher waterbirds""?",yes,easy,easy
3529,penguin,"Are penguins considered ""higher waterbirds""?",Yes,easy,easy
3530,penguin,What order do penguins belong to?,Sphenisciformes,medium,medium
3531,penguin,What order do penguins belong to?,Sphenisciformes,medium,medium
3532,penguin,What is the largest living species of penguin?,Emperor Penguin,medium,medium
3533,penguin,What is the largest living species of penguin?,Emperor,medium,medium
3534,penguin,How tall were the tallest prehistoric penguins?,1.80 meters,medium,medium
3535,penguin,How tall were the tallest prehistoric penguins?,as tall as an adult human,medium,hard
3536,penguin,What makes penguins so agile in the water?,Their wings have become flippers,hard,hard
3538,penguin,"Why do penguins ""tobaggan""?",It conserves energy while moving quickly,hard,hard
3539,penguin,"Why do penguins ""tobaggan""?",Conserves energy while moving quickly,hard,hard
3540,penguin,Who spend half of their life on land and half in the oceans?,Penguins,,medium
3541,penguin,What is also the distance that Antarctic tourists are told to keep from penguins?,3 meters,,medium
3542,penguin,"What have become flippers, useless for flight in the air?",Penguins' wings,,medium
3543,penguin,What happens when mothers lose a chick?,"They sometimes attempt to ""steal"" another chick.",,medium
3545,penguin,Are all penguins countershaded?,Yes,,easy
3546,penguin,Are penguins astonishingly agile?,In the water they are.,,easy
3547,penguin,Are penguins at risk?,Yes,,easy
3548,penguin,"Is it also possible that penguin comes from the Latin pinguis , fat ?",Yes,,easy
3549,penguin,Have penguins an average sense of hearing for birds ?,Yes,,easy
3550,penguin,Can larger penguins dive deep in case of need ?,Yes,,easy
3551,penguin,"Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?",Yes,,easy
3552,penguin,"Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?",It is not even known.,,medium
3553,penguin,Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?,Yes,,easy
3554,penguin,"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?",Yes,,easy
3555,penguin,What happened in a region not quite 2000 km south of the equator 35 mya?,At least one giant penguin.,,medium
3556,polar_bear,What is the last word on the page?,Connecticut,easy,too easy
3557,polar_bear,What is the last word on the page?,(SSN-22),easy,too hard
3558,polar_bear,Is polar bear a mammal?,Yes,easy,easy
3559,polar_bear,Is polar bear a mammal?,Yes,easy,easy
3560,polar_bear,Is polar bear a carnivore?,Yes,easy,easy
3561,polar_bear,Is polar bear a carnivore?,Yes,easy,easy
3562,polar_bear,What is largest polar bear on record?,2200 lb,medium,medium
3563,polar_bear,What is largest polar bear on record?,"A huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",medium,medium
3564,polar_bear,What is polar bear's skin color?,white or cream,medium,easy
3566,polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium
3567,polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium
3568,polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,hard,medium
3569,polar_bear,What is cause of polar bear's skin diseases?,Mites or other parasites,hard,medium
3570,polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",hard,too hard
3571,polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,hard,medium
3572,polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear roughly 200 thousand years ago.,hard,medium
3573,polar_bear,Does a polar bear live in the Arctic?,yes,easy,easy
3574,polar_bear,Does a polar bear live in the Arctic?,Yes,easy,easy
3575,polar_bear,Is a polar bear white in color?,yes,easy,medium
3576,polar_bear,Is a polar bear white in color?,Yes,easy,easy
3578,polar_bear,Is a polar bear at high risk of extinction?,Yes,easy,easy
3579,polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),medium,medium
3581,polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb),medium,medium
3582,polar_bear,How heavy was the largest polar bear on record?,He allegedly weighed 1002 kg,medium,medium
3583,polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,medium,medium
3584,polar_bear,What does a polar bear's fur provide?,A polar bear's fur provides camouflage and insulation,medium,medium
3585,polar_bear,Do female polar bears weight more than the male?,no,hard,medium
3586,polar_bear,Do female polar bears weight more than the male?,No,hard,easy
3587,polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,hard,medium
